Company Name,number_of_employees,company_description,revenue_growth_percentage,industry,lead_converted,revenue_amount_aed,founded_year
Realfire,14,"Realfire offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",43.19,Technology,True,43597683,1993
Gabtype,61,"Gabtype is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",25.43,Healthcare,True,9584187,1920
Divavu,83,"Divavu is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",27.59,Healthcare,False,13078247,1996
Tagpad,64,"Tagpad provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",87.54,Transportation,False,27390731,1920
Mycat,76,Mycat is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,48.36,Education,True,25200374,2003
Skimia,29,"Skimia offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",76.09,Technology,False,38861514,1965
Blogtag,69,"Blogtag provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",90.06,Finance,True,47434796,2015
Quinu,11,"Quinu is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",60.8,Hospitality,False,20451884,1984
Talane,89,"Talane offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",23.54,Technology,True,31781034,1949
Ozu,93,"Ozu is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",87.26,Healthcare,True,30636856,2017
Rhycero,12,"Rhycero provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",61.96,Finance,False,41664457,1913
Buzzdog,89,Buzzdog is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,42.86,Education,True,18425014,1915
Skinte,36,"Skinte is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",47.27,Hospitality,True,6162013,1918
Shuffletag,36,"Shuffletag is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",43.22,Hospitality,True,5080893,1903
Voolith,84,"Voolith provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",74.99,Transportation,True,9568973,1918
Kazu,15,Kazu is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,34.7,Education,False,6811868,1917
Yodel,41,"Yodel specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",8.71,Manufacturing,True,28413933,1934
Centizu,85,"Centizu is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",36.62,Hospitality,True,33169078,1935
Yoveo,28,"Yoveo provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",44.33,Transportation,True,34877294,2011
Flipbug,61,"Flipbug is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",34.52,Healthcare,True,19424854,1979
Twitterbeat,40,Twitterbeat is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,80.73,Education,False,14520568,1970
Photolist,49,"Photolist specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",82.76,Manufacturing,True,31339648,1975
Voolith,75,"Voolith offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",53.5,Retail,False,2743125,1922
Zava,50,"Zava provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",94.2,Finance,True,6103776,1983
Buzzdog,41,"Buzzdog offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",78.33,Technology,True,31974853,1931
Jamia,66,"Jamia specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",65.82,Manufacturing,False,14309450,1956
Vinte,74,"Vinte specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",12.76,Manufacturing,True,16207181,1982
Dabfeed,66,"Dabfeed is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",7.62,Hospitality,False,47651614,1989
Zoovu,39,"Zoovu provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",31.62,Transportation,True,20395008,1968
Skyvu,25,Skyvu is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,5.79,Education,False,47356981,1958
Gigazoom,48,"Gigazoom offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",16.02,Retail,True,49574918,1957
Kayveo,90,"Kayveo provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",7.47,Transportation,False,37592345,1912
Myworks,48,"Myworks is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",78.27,Hospitality,False,10458656,1984
Digitube,24,"Digitube is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",48.16,Hospitality,False,10004757,1999
Oyoloo,18,"Oyoloo offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",72.87,Technology,True,8885790,1957
Skaboo,45,"Skaboo specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",20.07,Manufacturing,True,5089559,1917
Talane,57,"Talane specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",37.35,Manufacturing,True,27662771,1979
Kare,37,"Kare provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",5.45,Transportation,False,42726842,1979
Gabcube,65,"Gabcube provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",79.29,Finance,False,33304036,1990
Jayo,24,"Jayo offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",43.72,Technology,True,41940467,1955
Avamba,28,"Avamba offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",87.04,Technology,False,38144262,2012
Npath,94,"Npath offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",34.07,Technology,True,36022489,1970
Fiveclub,41,"Fiveclub specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",47.16,Manufacturing,True,11039290,1979
Mydo,69,"Mydo is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",31.61,Hospitality,False,14144973,1967
Flipopia,37,"Flipopia provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",22.33,Finance,False,40233268,1936
Devpoint,100,"Devpoint provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",30.6,Transportation,True,49877986,1985
Vinte,30,"Vinte provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",32.61,Finance,True,37520233,2000
Divanoodle,85,"Divanoodle offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",75.2,Retail,False,39068414,1995
Buzzbean,38,"Buzzbean provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",94.55,Finance,False,8576268,1900
Vinder,80,"Vinder provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",72.22,Transportation,True,32037272,1938
Devpulse,45,"Devpulse offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",64.7,Technology,True,48360880,1934
Rhynyx,88,Rhynyx is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,63.18,Education,True,8937370,1995
Realcube,65,"Realcube provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",61.19,Finance,False,16025864,1925
Nlounge,62,"Nlounge specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",27.19,Manufacturing,True,35893761,1904
Skilith,18,"Skilith offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",62.21,Retail,False,46185593,1998
Vinte,37,"Vinte offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",10.95,Technology,True,47225402,2013
Gabvine,19,"Gabvine is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",32.42,Healthcare,False,16960538,2024
Thoughtmix,72,"Thoughtmix provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",99.01,Finance,False,18835890,1943
Jabberstorm,16,"Jabberstorm offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",51.25,Retail,True,26502824,2014
Vinder,71,"Vinder provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",51.12,Finance,True,35234874,1994
Lajo,92,Lajo is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,48.22,Education,False,36423937,2014
Quire,70,"Quire is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",8.85,Healthcare,True,28256370,1945
Edgetag,49,"Edgetag provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",49.44,Finance,False,32034657,1924
Skiba,27,"Skiba provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",67.92,Transportation,True,5376994,2010
Jayo,22,"Jayo specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",71.79,Manufacturing,True,22270176,1990
Myworks,50,Myworks is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,61.72,Education,True,24596431,1939
Zava,21,"Zava offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",97.56,Technology,True,13541842,1976
Babbleopia,66,"Babbleopia specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",81.54,Manufacturing,False,47090650,1946
Dablist,42,"Dablist specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",95.44,Manufacturing,True,25911387,1955
Zooxo,42,"Zooxo is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",83.67,Healthcare,False,11043939,1916
Skinte,91,"Skinte offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",54.14,Technology,False,26437872,1979
Devcast,69,Devcast is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,36.38,Education,False,16631122,1963
Browseblab,79,Browseblab is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,22.69,Education,True,9441478,1930
Youopia,89,"Youopia is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",94.92,Hospitality,True,43332675,1961
Rhyzio,57,Rhyzio is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,20.52,Education,False,30372174,1903
Kwilith,14,"Kwilith provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",91.36,Transportation,False,31369782,1939
Viva,42,"Viva is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",80.32,Healthcare,False,17113323,2003
Jabbertype,34,"Jabbertype offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",2.94,Technology,False,30503512,2002
Quimm,50,"Quimm offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",57.65,Retail,False,39066279,1984
Ailane,29,"Ailane provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",86.87,Finance,False,9059829,2008
Feedfish,32,Feedfish is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,4.94,Education,True,14605800,1969
Kamba,70,"Kamba offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",1.2,Technology,True,19904612,1992
Leexo,89,"Leexo is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",80.05,Hospitality,False,49597010,2021
Jabbertype,89,Jabbertype is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,61.45,Education,True,4798150,1998
Zooxo,60,"Zooxo offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",90.91,Technology,False,48687145,2022
Eazzy,27,"Eazzy provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",58.05,Transportation,False,19305031,1971
Kaymbo,20,"Kaymbo is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",55.31,Hospitality,False,2596255,1902
Divavu,83,"Divavu specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",47.64,Manufacturing,False,18494256,1948
Oyondu,84,"Oyondu provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",34.17,Finance,False,18629920,1929
Realcube,62,"Realcube provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",9.59,Transportation,False,14891190,2007
Realbridge,22,"Realbridge offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",49.01,Retail,True,12922255,2007
Babblestorm,76,"Babblestorm offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",18.91,Technology,True,20603882,2021
Podcat,44,"Podcat provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",7.07,Transportation,True,20848294,1989
Myworks,24,"Myworks specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",32.4,Manufacturing,True,10677138,1966
Skynoodle,93,"Skynoodle specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",26.63,Manufacturing,True,38004725,1955
Brainbox,63,"Brainbox offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",87.65,Retail,True,46923310,1914
Wikido,71,"Wikido offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",64.24,Retail,False,3493039,1911
Fatz,96,"Fatz provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",46.54,Finance,True,7916915,2007
Realbridge,18,"Realbridge offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",20.93,Technology,True,22993279,1927
Quaxo,89,"Quaxo provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",6.83,Finance,False,19872968,1985
Muxo,66,"Muxo specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",25.8,Manufacturing,True,14564088,1963
Skinix,50,"Skinix offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",51.38,Retail,True,43066125,2002
Cogilith,15,"Cogilith specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",0.05,Manufacturing,False,41688614,1940
Rhynoodle,71,"Rhynoodle provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",91.08,Finance,True,42617512,1906
Yacero,61,"Yacero provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",31.62,Transportation,True,25119996,1936
Digitube,52,"Digitube provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",81.64,Transportation,False,46304044,1933
Fanoodle,61,"Fanoodle provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",46.44,Transportation,False,14932963,1904
Tazz,54,"Tazz is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",31.85,Hospitality,True,12945408,1950
Shuffletag,93,"Shuffletag provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",71.89,Finance,True,18654505,1936
Bubblemix,52,"Bubblemix provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",46.01,Finance,False,15025373,2014
Buzzbean,57,"Buzzbean offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",83.91,Retail,True,4180594,1937
Bubbletube,95,"Bubbletube is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",10.22,Hospitality,False,45677405,1982
Skajo,87,Skajo is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,54.9,Education,True,4471358,1998
Brightdog,94,"Brightdog specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",0.82,Manufacturing,False,47833203,2011
Voolith,60,"Voolith offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",10.37,Technology,True,11523950,2016
Oyoyo,97,"Oyoyo provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",77.58,Transportation,False,23601888,1989
Jayo,35,"Jayo provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",70.02,Finance,False,9642126,1931
Jazzy,86,Jazzy is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,56.91,Education,False,39200573,1999
Feednation,25,Feednation is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,24.47,Education,True,3863593,1997
Voomm,13,"Voomm is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",86.1,Hospitality,False,41861446,2020
Quaxo,31,"Quaxo is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",6.16,Hospitality,False,2896689,1971
Tanoodle,51,"Tanoodle specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",7.51,Manufacturing,True,22015369,1931
InnoZ,23,"InnoZ provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",42.46,Transportation,True,29161802,1902
Browsecat,55,"Browsecat provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",20.89,Finance,False,17359315,1991
Youopia,83,"Youopia specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",60.14,Manufacturing,True,48168390,1990
Youbridge,11,"Youbridge is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",64.47,Healthcare,True,3848629,1990
Zoonder,55,"Zoonder is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",8.24,Healthcare,True,49152644,1972
Fatz,34,Fatz is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,10.09,Education,True,3353674,1971
Oyoba,100,"Oyoba provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",19.22,Finance,False,27115449,1959
Shufflester,100,"Shufflester provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",70.47,Transportation,True,3636226,1960
Avamba,59,"Avamba is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",21.08,Healthcare,False,46671087,2011
Linkbuzz,37,"Linkbuzz specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",56.38,Manufacturing,True,6399574,1980
Riffpath,23,"Riffpath specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",7.05,Manufacturing,False,10838617,1940
Digitube,22,"Digitube provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",50.39,Finance,True,20447099,1922
Vinte,41,"Vinte offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",15.61,Retail,True,24246261,1906
Jabberbean,42,"Jabberbean specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",72.38,Manufacturing,False,16748375,2023
Plambee,82,"Plambee offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",93.77,Retail,False,9605086,1949
Topicware,80,"Topicware offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",83.5,Technology,True,38236108,1976
Izio,98,"Izio is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",42.89,Healthcare,False,49083000,1963
Ntag,100,"Ntag specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",12.73,Manufacturing,True,21767072,1912
Dazzlesphere,15,"Dazzlesphere offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",13.61,Retail,False,41178388,1921
Vinder,95,"Vinder provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",37.76,Finance,True,12302617,2021
Rooxo,59,"Rooxo specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",15.04,Manufacturing,True,2586838,1917
Brainsphere,19,"Brainsphere is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",29.02,Healthcare,True,47377660,1923
Fanoodle,79,"Fanoodle specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",39.71,Manufacturing,False,3715456,1965
Eidel,41,"Eidel specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",0.77,Manufacturing,True,48166017,1934
Nlounge,97,"Nlounge provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",15.48,Finance,False,7075628,1952
Gabtype,52,"Gabtype is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",23.97,Hospitality,False,16355652,1966
Gabtune,72,"Gabtune is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",15.96,Hospitality,False,18502227,2002
Edgewire,15,"Edgewire provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",3.7,Finance,True,39195874,1967
DabZ,66,"DabZ specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",28.12,Manufacturing,False,7786192,1983
Zoonder,81,"Zoonder offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",96.78,Retail,False,49813420,1928
Dynava,62,"Dynava is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",14.66,Hospitality,False,44321876,1908
Izio,56,Izio is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,81.1,Education,False,32452117,1944
Gabvine,23,"Gabvine provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",67.8,Finance,True,5578342,1956
Gigashots,30,"Gigashots offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",59.86,Retail,True,35419488,1923
Photobug,51,"Photobug offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",24.35,Retail,True,7708414,1912
Zoombeat,81,"Zoombeat is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",73.93,Hospitality,False,19220939,1945
Npath,81,"Npath provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",22.1,Transportation,True,22216311,1976
Blogtags,12,"Blogtags offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",39.12,Technology,True,8886450,1974
Eimbee,37,Eimbee is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,84.08,Education,False,24238532,2009
Snaptags,24,"Snaptags is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",67.19,Hospitality,True,30732545,1986
Meevee,25,"Meevee provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",72.33,Transportation,True,12025307,1930
Bubblemix,70,"Bubblemix specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",59.47,Manufacturing,True,14299050,1989
Lazzy,91,"Lazzy provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",1.0,Transportation,False,49802809,1905
Cogilith,28,Cogilith is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,95.69,Education,True,30406395,2000
Voonix,76,"Voonix is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",62.14,Healthcare,True,34027139,1938
Divape,21,"Divape offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",67.33,Technology,False,29601768,2021
Mycat,60,"Mycat specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",44.4,Manufacturing,False,6599888,1910
Fivechat,34,"Fivechat offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",5.23,Retail,False,19174126,1975
Voomm,78,"Voomm offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",61.2,Retail,False,34767287,1951
Tazz,91,"Tazz is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",62.8,Hospitality,False,25146884,1979
Agivu,50,"Agivu provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",85.81,Transportation,False,43298351,1988
Livefish,37,"Livefish offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",95.79,Retail,True,9363148,1920
Quamba,92,"Quamba offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",79.5,Technology,True,24809280,2024
Realfire,92,"Realfire is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",34.07,Healthcare,True,11795515,1907
Eidel,30,"Eidel specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",76.6,Manufacturing,False,23026386,1926
Trunyx,17,"Trunyx offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",3.32,Technology,False,29421363,1945
Janyx,75,"Janyx provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",88.25,Transportation,False,5499958,1950
Tanoodle,40,Tanoodle is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,55.36,Education,False,44510223,1974
Trilith,96,"Trilith provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",43.61,Finance,True,12449982,1921
Meevee,36,"Meevee provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",77.43,Finance,False,21643789,2001
Ailane,60,"Ailane offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",98.08,Retail,True,15268446,1959
Gabvine,48,Gabvine is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,5.07,Education,True,24737388,1968
Bubblebox,69,"Bubblebox offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",68.21,Technology,False,22902526,1923
Twimbo,66,Twimbo is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,54.51,Education,True,41673459,1968
Thoughtworks,84,"Thoughtworks offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",98.33,Technology,True,11376314,1958
Yombu,49,"Yombu offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",47.45,Technology,True,16105570,1944
Photospace,60,"Photospace provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",30.92,Finance,True,37678294,1982
Yadel,63,"Yadel is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",44.73,Hospitality,True,48431124,1928
Flashset,59,"Flashset is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",64.33,Hospitality,True,45238019,1967
Cogibox,94,Cogibox is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,11.56,Education,True,39348407,1916
Jamia,97,"Jamia provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",76.54,Transportation,True,23677013,1965
Twiyo,80,"Twiyo is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",49.08,Hospitality,False,28503447,1972
Realfire,71,"Realfire offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",21.03,Technology,True,5512727,2005
Buzzster,92,"Buzzster is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",72.32,Hospitality,True,47110354,1927
Izio,51,"Izio is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",18.8,Hospitality,False,24622381,2012
Realfire,32,"Realfire provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",32.49,Finance,True,15406666,1993
Buzzdog,40,"Buzzdog is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",88.67,Hospitality,True,22015515,1928
Meedoo,18,"Meedoo is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",8.14,Hospitality,True,10048743,1933
Meetz,31,"Meetz provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",72.32,Finance,False,47052752,2000
Dynabox,15,"Dynabox provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",24.17,Transportation,False,21371748,1950
Twitterlist,56,"Twitterlist provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",49.92,Finance,False,11460247,1938
Skivee,36,"Skivee provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",30.9,Finance,False,15028383,2021
Jayo,36,"Jayo offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",40.02,Retail,False,4431140,1991
Fanoodle,25,"Fanoodle provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",92.02,Finance,False,2957164,1957
Shufflester,58,"Shufflester offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",39.04,Technology,False,47070562,1968
Realblab,47,"Realblab provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",27.62,Transportation,True,2430866,1914
Avamm,31,Avamm is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,45.02,Education,True,10766206,1922
Izio,11,"Izio provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",32.08,Transportation,False,6040434,1910
Realcube,70,"Realcube is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",3.34,Hospitality,True,19350565,1984
Roomm,12,"Roomm provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",43.39,Transportation,False,17639210,1970
Roodel,42,"Roodel is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",56.01,Healthcare,True,24376454,1922
Yodel,21,"Yodel is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",19.16,Healthcare,True,12438836,1900
Dynava,51,"Dynava is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",37.88,Healthcare,True,17306117,1945
Topicstorm,74,"Topicstorm provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",42.68,Finance,False,3130295,1901
